,Arabic,Czech,German,English,Spanish,Finnish,French,Galician,Hindi,Indonesian,Icelandic,Italian,Japanese,Korean,Portuguese,Russian,Swedish,Thai,Turkish,Chinese
Icelandic,0.10820312654466469,0.10700592241677397,0.1585929424284489,0.11184982133652237,0.16262871428484543,0.1296137666832108,0.17335715574016877,0.17993494077675343,0.11628271082156766,0.08104687645807213,0.0,0.17757595725767775,0.1641110913263141,0.30929437026365914,0.16952589269559043,0.10265707106125513,0.06417003825622491,0.16834407439957064,0.18005128857422048,0.13371818815454092
Italian,0.1843379195460375,0.1599622238196348,0.08030933139048194,0.08349726547657535,0.04069405452969573,0.2428566394772038,0.027137216549643274,0.0332172665022,0.14712688035859375,0.16456259973718138,0.17757595725767775,0.0,0.21105438397313672,0.3694771971833969,0.02532971277997126,0.17847595632392307,0.1252682770133525,0.21087179914857843,0.23899654809401397,0.22460732436956962
Japanese,0.16351995977394948,0.1988226366523173,0.2310371234880006,0.19325853647978664,0.1930363493419784,0.2501827368045602,0.2076058930218101,0.2140829888981363,0.10689155851463106,0.1930307207227651,0.1641110913263141,0.21105438397313672,0.0,0.34240583666692703,0.20158532090700507,0.19467622264717438,0.17510266713528116,0.19103804697674828,0.25281799801589633,0.21608308204229684
Korean,0.29090287908864115,0.2884081743129299,0.3359459655406803,0.3316347479800423,0.35369403568783503,0.24549268621111056,0.36679445976722097,0.3657685596355654,0.33321369436872,0.27459452558955705,0.30929437026365914,0.3694771971833969,0.34240583666692703,0.0,0.360182769255371,0.28005068896368,0.3156074490057251,0.29971595661931094,0.16832747921017513,0.26427736713274436
Portuguese,0.1721863758480946,0.14821585281768798,0.07437477383634906,0.08043666847573872,0.02404649316285143,0.23456657870888556,0.019799822935546274,0.023141149986302782,0.13649784852230334,0.15655194316391652,0.16952589269559043,0.02532971277997126,0.20158532090700507,0.360182769255371,0.0,0.1642887963722963,0.11603422724762559,0.20817776426942639,0.22922499311838054,0.21526598169749103
Russian,0.0955923074229879,0.04650057232456154,0.1458124603544052,0.11722673187512077,0.16014105949465934,0.12075233694873194,0.1722901397444239,0.17393990948647223,0.12787495864057036,0.08768847516841687,0.10265707106125513,0.17847595632392307,0.19467622264717438,0.28005068896368,0.1642887963722963,0.0,0.08951202547806873,0.19505016879843404,0.12788754619258227,0.13313729448820202
Swedish,0.10199790978283976,0.0837945702564626,0.10848000177140467,0.06309267585997362,0.10934562117343101,0.14886884853436025,0.11923926487166754,0.12635787672375443,0.09826579487545606,0.08067070089764025,0.06417003825622491,0.1252682770133525,0.17510266713528116,0.3156074490057251,0.11603422724762559,0.08951202547806873,0.0,0.16313160656249373,0.1757720491760803,0.14253297457333694
Thai,0.18356898283112139,0.20101563401128655,0.21544549158515586,0.18373018796619983,0.19139058619866178,0.21590611196155476,0.20827512409349716,0.2087821516550362,0.16521850199843183,0.1651161219337698,0.16834407439957064,0.21087179914857843,0.19103804697674828,0.29971595661931094,0.20817776426942639,0.19505016879843404,0.16313160656249373,0.0,0.21315244529513835,0.1664793703749234
Turkish,0.1703537458405724,0.13024807631902066,0.19922667518806195,0.190458424722418,0.22534888532562286,0.11961252437038322,0.23612572599259707,0.23705327452792696,0.21176536541160756,0.14300930889168834,0.18005128857422048,0.23899654809401397,0.25281799801589633,0.16832747921017513,0.22922499311838054,0.12788754619258227,0.1757720491760803,0.21315244529513835,0.0,0.15857630149373403
Chinese,0.17820384471240364,0.14929052805890508,0.18104503130668156,0.15627624266106663,0.2099406557449794,0.1191982694642365,0.21706271465145296,0.22054504499533803,0.19163048670191848,0.11498150663437663,0.13371818815454092,0.22460732436956962,0.21608308204229684,0.26427736713274436,0.21526598169749103,0.13313729448820202,0.14253297457333694,0.1664793703749234,0.15857630149373403,0.0
