,Arabic,Czech,German,English,Spanish,Finnish,French,Galician,Hindi,Indonesian,Icelandic,Italian,Japanese,Korean,Portuguese,Russian,Swedish,Thai,Turkish,Chinese
Icelandic,0.9313729330502062,0.9444130313992334,0.9456651040922339,0.9608586176555606,0.9123033760383502,0.9660044541785491,0.900211119479244,0.9055743877265336,0.9109135865652036,0.9537821279323289,1.0,0.9015814454323586,0.7838345935964166,0.7410188427174537,0.91953044702104,0.9669493754067998,0.9820676801658718,0.5851273667170916,0.9029056168458426,0.9273691164047341
Italian,0.9254016315711608,0.9590716396211121,0.9694666305843486,0.9715033721644007,0.9960665624287829,0.8824225027175927,0.983381677363646,0.993772579108281,0.8549344500434269,0.9338061670407378,0.9015814454323586,1.0,0.8063125700463364,0.5780716704475457,0.9950353844194797,0.9470451360934719,0.9097319902138599,0.5134850455864063,0.8278710628132077,0.8847189316899895
Japanese,0.762348916416567,0.8546839966821631,0.8079911650687914,0.8169710604642972,0.8040781262338174,0.8275363715169284,0.770722486358886,0.7976020704291806,0.889729837399606,0.7800224658023455,0.7838345935964166,0.8063125700463364,1.0,0.6363994406709804,0.8046939559176243,0.8372703452717043,0.7666430923226395,0.28651226658820583,0.8242528643207644,0.8319133577584058
Korean,0.6486367524819743,0.6911172956064625,0.6661352389378694,0.683694077434728,0.6115727676553053,0.8091582416073664,0.5487272207584827,0.5839469065846017,0.7362510377318507,0.6493480321234361,0.7410188427174537,0.5780716704475457,0.6363994406709804,1.0,0.6004995982732697,0.714075541810142,0.7576006510192566,0.5813555794528046,0.9021177816408424,0.8139452179471318
Portuguese,0.9414813135842754,0.9595578778235819,0.9766261174283526,0.9795462896787219,0.9962151007118107,0.898267736298228,0.9893135656949731,0.9963047243623234,0.8720623309805022,0.9535039418839092,0.91953044702104,0.9950353844194797,0.8046939559176243,0.6004995982732697,1.0,0.9590622388089478,0.93132324416644,0.5439676643023781,0.8369246540860349,0.9023420736255313
Russian,0.9465249115998198,0.9843948462505631,0.9654913322243145,0.9814358656210352,0.9543432427586479,0.967566711088694,0.9345332425006186,0.9514106632017181,0.9192404074954897,0.9718721143527232,0.9669493754067998,0.9470451360934719,0.8372703452717043,0.714075541810142,0.9590622388089478,1.0,0.9621425536523754,0.5600865025008204,0.9185016504345217,0.954593906729342
Swedish,0.9353846361997746,0.9323340218950057,0.9612705405741406,0.9718590463430287,0.9235341641801479,0.9573823137870733,0.9207826181408323,0.9147032121271212,0.9161331383192836,0.956103998765817,0.9820676801658718,0.9097319902138599,0.7666430923226395,0.7576006510192566,0.93132324416644,0.9621425536523754,1.0,0.6251340344604018,0.9048584643884195,0.9317576603536389
Thai,0.6225845017129925,0.5121488522160038,0.5336967462971374,0.5596059753362606,0.5524520797838263,0.5681550002787041,0.5120665664793687,0.5558931679212713,0.5592717458446398,0.6018887165740467,0.5851273667170916,0.5134850455864063,0.28651226658820583,0.5813555794528046,0.5439676643023781,0.5600865025008204,0.6251340344604018,1.0,0.5963603166136274,0.6505261632838932
Turkish,0.8342242300469984,0.9148549271561776,0.878655035685882,0.8930140920101285,0.8461411286971163,0.9590050780026077,0.7885996178310686,0.8296047901735996,0.9000411941329796,0.8603994914634349,0.9029056168458426,0.8278710628132077,0.8242528643207644,0.9021177816408424,0.8369246540860349,0.9185016504345217,0.9048584643884195,0.5963603166136274,1.0,0.9485306022908494
Chinese,0.905784950917576,0.9369477307528392,0.9134747121746666,0.9356685335420812,0.9016311876661558,0.9574821256708053,0.8640187844577768,0.8968076443163326,0.8996329083790874,0.9298479636576787,0.9273691164047341,0.8847189316899895,0.8319133577584058,0.8139452179471318,0.9023420736255313,0.954593906729342,0.9317576603536389,0.6505261632838932,0.9485306022908494,1.0
