,Arabic,Czech,German,English,Spanish,Finnish,French,Galician,Hindi,Indonesian,Icelandic,Italian,Japanese,Korean,Portuguese,Russian,Swedish,Thai,Turkish,Chinese
Icelandic,0.962124048018137,0.9524731670116179,0.8860602032685259,0.9420610180545034,0.8884941637909749,0.9383033872031782,0.8685485394816637,0.8621850894366007,0.9496750467474834,0.9730257299950122,1.0,0.8623797364029097,0.9170933265747707,0.8243415454667592,0.8766336326080121,0.9606431456012964,0.9812194895048337,0.904153899879035,0.9067497058610534,0.9297718313200213
Italian,0.874335597887822,0.8941330818220353,0.9722562838200883,0.9705700608126768,0.9934354315008377,0.772138298399209,0.9968702406397302,0.9955920262476714,0.9165333660094483,0.8873725334193272,0.8623797364029097,1.0,0.8508744347003394,0.704409913633473,0.9973870542946183,0.8743757369785019,0.931318805600177,0.8428306007659049,0.8171003204213034,0.7991047590167617
Japanese,0.91388655943125,0.8689479400909509,0.8181049431425327,0.880366309547263,0.8769805370506049,0.7934731968388399,0.8561148249386451,0.8465205202165234,0.9652670173872945,0.8770104577342768,0.9170933265747707,0.8508744347003394,1.0,0.7523974751966652,0.8649781618245911,0.875294998425716,0.9043383626669254,0.8841902262214673,0.8085574662125068,0.8450398108375691
Korean,0.8352711201007619,0.8497292247659597,0.774881501177728,0.7883023855689308,0.7347885385770505,0.9004985026838276,0.7100454748149779,0.7111964107941703,0.7697886941430012,0.8718777617712936,0.8243415454667592,0.704409913633473,0.7523974751966652,1.0,0.7227029191551406,0.8565124695164248,0.8155435686473914,0.8195793978796962,0.9598418764822298,0.8798223916289151
Portuguese,0.8912337203775315,0.9100605835620744,0.9770787718199867,0.974100079058767,0.9977052405373276,0.789381194629821,0.9984560058550123,0.9978217128176219,0.9286217324981396,0.8991879769395438,0.8766336326080121,0.9973870542946183,0.8649781618245911,0.7227029191551406,1.0,0.8944920863972226,0.9426066309895665,0.8474827859138897,0.8331807938721906,0.8172667328619613
Russian,0.9677004096282464,0.9922131592437203,0.9163971076011888,0.9491701797832122,0.9005175565611379,0.9463836385937583,0.8829396352492073,0.8821179292970978,0.9389633654201129,0.9706479407169797,0.9606431456012964,0.8743757369785019,0.875294998425716,0.8565124695164248,0.8944920863972226,1.0,0.9720222340404199,0.8689488171950357,0.9541955036866412,0.9329747867687428
Swedish,0.9687168202600712,0.9718925323505043,0.9459799320155627,0.9812974217049135,0.9506151514703408,0.9170461984185072,0.9376597352350198,0.9325299054650265,0.9664770852301359,0.9737178878990953,0.9812194895048337,0.931318805600177,0.9043383626669254,0.8155435686473914,0.9426066309895665,0.9720222340404199,1.0,0.9117761120829162,0.9139790448106179,0.9198353195569412
Thai,0.8867971793301859,0.858639688502129,0.8346158307465821,0.8849803344893916,0.8724257338500145,0.8409470606722103,0.8468269841408302,0.8468663916549475,0.9069371909236844,0.9065400539373971,0.904153899879035,0.8428306007659049,0.8841902262214673,0.8195793978796962,0.8474827859138897,0.8689488171950357,0.9117761120829162,1.0,0.861531893211851,0.9051249383578446
Turkish,0.9116428141813557,0.9554851402460747,0.8805461356949671,0.8964138829655184,0.8393458968557141,0.9594891323255,0.8218836330770819,0.8206527168925121,0.8600500256840973,0.9439264045626726,0.9067497058610534,0.8171003204213034,0.8085574662125068,0.9598418764822298,0.8331807938721906,0.9541955036866412,0.9139790448106179,0.861531893211851,1.0,0.9252485548500781
Chinese,0.8855322974709656,0.9131313989606811,0.8679701667868089,0.902747032022265,0.8278636055732072,0.9476550193840758,0.812220226594296,0.8091945172033079,0.8624370479996575,0.9486198707886072,0.9297718313200213,0.7991047590167617,0.8450398108375691,0.8798223916289151,0.8172667328619613,0.9329747867687428,0.9198353195569412,0.9051249383578446,0.9252485548500781,1.0
