,Arabic,Czech,German,English,Spanish,Finnish,French,Galician,Hindi,Indonesian,Icelandic,Italian,Japanese,Korean,Portuguese,Russian,Swedish,Thai,Turkish,Chinese
Icelandic,0.9411764705882353,0.8823529411764706,0.9411764705882353,1.0,1.0,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.9411764705882353,1.0,1.0,0.9411764705882353,0.9411764705882353,0.7647058823529411,0.9411764705882353,1.0,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.8823529411764706
Italian,1.0,0.9375,1.0,0.9411764705882353,0.9411764705882353,0.8235294117647058,0.9375,0.9375,1.0,0.9411764705882353,0.9411764705882353,1.0,0.8823529411764706,0.8125,0.8823529411764706,0.9411764705882353,0.8823529411764706,1.0,0.8823529411764706,0.9375
Japanese,0.8823529411764706,0.9375,0.8823529411764706,0.9411764705882353,0.9411764705882353,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8823529411764706,0.9411764705882353,0.9411764705882353,0.8823529411764706,1.0,0.7058823529411765,0.8823529411764706,0.9411764705882353,1.0,0.8823529411764706,0.8823529411764706,0.8235294117647058
Korean,0.8125,0.75,0.8125,0.7647058823529411,0.7647058823529411,0.6470588235294118,0.75,0.75,0.8125,0.7647058823529411,0.7647058823529411,0.8125,0.7058823529411765,1.0,0.7058823529411765,0.7647058823529411,0.7058823529411765,0.8125,0.7058823529411765,0.8666666666666667
Portuguese,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.9411764705882353,0.9411764705882353,0.9375,0.9375,0.9375,0.8823529411764706,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.7058823529411765,1.0,0.9411764705882353,0.8823529411764706,0.8823529411764706,1.0,0.8235294117647058
Russian,0.9411764705882353,0.8823529411764706,0.9411764705882353,1.0,1.0,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.9411764705882353,1.0,1.0,0.9411764705882353,0.9411764705882353,0.7647058823529411,0.9411764705882353,1.0,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.8823529411764706
Swedish,0.8823529411764706,0.9375,0.8823529411764706,0.9411764705882353,0.9411764705882353,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8823529411764706,0.9411764705882353,0.9411764705882353,0.8823529411764706,1.0,0.7058823529411765,0.8823529411764706,0.9411764705882353,1.0,0.8823529411764706,0.8823529411764706,0.8235294117647058
Thai,1.0,0.9375,1.0,0.9411764705882353,0.9411764705882353,0.8235294117647058,0.9375,0.9375,1.0,0.9411764705882353,0.9411764705882353,1.0,0.8823529411764706,0.8125,0.8823529411764706,0.9411764705882353,0.8823529411764706,1.0,0.8823529411764706,0.9375
Turkish,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.9411764705882353,0.9411764705882353,0.9375,0.9375,0.9375,0.8823529411764706,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.7058823529411765,1.0,0.9411764705882353,0.8823529411764706,0.8823529411764706,1.0,0.8235294117647058
Chinese,0.9375,0.875,0.9375,0.8823529411764706,0.8823529411764706,0.7647058823529411,0.875,0.875,0.9375,0.8823529411764706,0.8823529411764706,0.9375,0.8235294117647058,0.8666666666666667,0.8235294117647058,0.8823529411764706,0.8235294117647058,0.9375,0.8235294117647058,1.0
