,Arabic,Czech,German,English,Spanish,Finnish,French,Galician,Hindi,Indonesian,Icelandic,Italian,Japanese,Korean,Portuguese,Russian,Swedish,Thai,Turkish,Chinese
Icelandic,0.16734845336901216,0.1771398665193915,0.2375968695370628,0.1969078714100639,0.2568265542331408,0.18362545838307082,0.26901655165841015,0.27255331380509484,0.18905763372856624,0.1497424221989788,0.0,0.26792135461656275,0.231713788763863,0.33202669244848165,0.26293835918567265,0.16377523737773209,0.1417119938085572,0.25709409552185,0.2533080903768971,0.22194033344823297
Italian,0.25596067744721207,0.1815834706615926,0.10566455916679596,0.11780274956567198,0.05321725692734699,0.3203214166039931,0.05370417544333525,0.06287270634465927,0.18917655933741276,0.19942782673678763,0.26792135461656275,0.0,0.2881385468019862,0.36957582663560545,0.03502377949922609,0.21938473132769953,0.16952855174993145,0.25987984492760324,0.24412289861523467,0.30551746786174433
Japanese,0.26028189865153284,0.2628214520855695,0.30366557096185615,0.26573122634229557,0.28344709768768267,0.32584509539864526,0.2914496114971576,0.3005029983490062,0.1807981181262416,0.2600831028934014,0.231713788763863,0.2881385468019862,0.0,0.37391188862936936,0.2842925794236343,0.2680194567208596,0.25833640900729177,0.2771483591638885,0.3256947479057586,0.2917176877407153
Korean,0.32581895585104115,0.30737073739090076,0.3312378096877754,0.31773034143735807,0.36718617778781976,0.27050319002826156,0.37177518858976977,0.37507773344897205,0.3451172731661009,0.2817526553169588,0.33202669244848165,0.36957582663560545,0.37391188862936936,0.0,0.3679629377319148,0.2990854085985265,0.3181222074105734,0.32461642297186505,0.21286635101283147,0.2465415266887888
Portuguese,0.24701820905006827,0.17160214966947016,0.10291671081765419,0.12037895901994353,0.031465942208984035,0.3149536612729094,0.0527196099651744,0.051175712307093335,0.18416162598458585,0.19451812120665565,0.26293835918567265,0.03502377949922609,0.2842925794236343,0.3679629377319148,0.0,0.20903980752026532,0.16233729715997444,0.26414840898619263,0.24038463472683883,0.3020093035905125
Russian,0.12904567722493426,0.09680108590089577,0.18152539984794486,0.15498433783966467,0.20261863120947846,0.21146562106338868,0.21519353102377517,0.21002042788254327,0.1625372410302882,0.11437457491011281,0.16377523737773209,0.21938473132769953,0.2680194567208596,0.2990854085985265,0.20903980752026532,0.0,0.12322832322384249,0.2643638420446282,0.16964878678929426,0.21258346590879254
Swedish,0.15705162585349638,0.11664226203678185,0.13117669882907057,0.08735611668084789,0.1549537723495439,0.23542954277645342,0.17094742371805008,0.17389921048141416,0.13812401097862279,0.11053998096909702,0.1417119938085572,0.16952855174993145,0.25833640900729177,0.3181222074105734,0.16233729715997444,0.12322832322384249,0.0,0.21898788755415438,0.21458393381485588,0.21659378319344033
Thai,0.25867119862325416,0.2667265744230185,0.2648780035334185,0.2271113704765834,0.2526682539886344,0.3260273821579949,0.2657476860811791,0.2724728623851542,0.22564286356160004,0.23334394447622414,0.25709409552185,0.25987984492760324,0.2771483591638885,0.32461642297186505,0.26414840898619263,0.2643638420446282,0.21898788755415438,0.0,0.27593106520505917,0.24237658365629322
Turkish,0.2399826389493091,0.1585704039142202,0.2189504920802873,0.2146502864399783,0.24087504381014702,0.1964274112497103,0.24370138686843623,0.24835486374670893,0.25266868620263183,0.18667706333174416,0.2533080903768971,0.24412289861523467,0.3256947479057586,0.21286635101283147,0.24038463472683883,0.16964878678929426,0.21458393381485588,0.27593106520505917,0.0,0.22788436507076804
Chinese,0.24982094461956153,0.2455002091132035,0.25824898917794503,0.22614172550144157,0.29814503662621256,0.24325310523575894,0.29582729011661935,0.3050193128364622,0.26264572236295836,0.19999874940097837,0.22194033344823297,0.30551746786174433,0.2917176877407153,0.2465415266887888,0.3020093035905125,0.21258346590879254,0.21659378319344033,0.24237658365629322,0.22788436507076804,0.0
